# 0,1,2,3,4,5,6,7,8,9,10
0.000000000000000000e+00,8.300000000000000711e+00,1.019999999999999929e+01,6.500000000000000000e+00,6.599999999999999645e+00,7.099999999999999645e+00,7.700000000000000178e+00,5.799999999999999822e+00,6.000000000000000000e+00,5.700000000000000178e+00,8.099999999999999645e+00
8.300000000000000711e+00,0.000000000000000000e+00,6.799999999999999822e+00,7.200000000000000178e+00,5.900000000000000355e+00,8.800000000000000711e+00,9.000000000000000000e+00,4.400000000000000355e+00,7.900000000000000355e+00,9.099999999999999645e+00,5.500000000000000000e+00
1.019999999999999929e+01,6.799999999999999822e+00,0.000000000000000000e+00,7.799999999999999822e+00,6.099999999999999645e+00,3.200000000000000178e+00,8.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+01,7.299999999999999822e+00,4.500000000000000000e+00
6.500000000000000000e+00,7.200000000000000178e+00,7.799999999999999822e+00,0.000000000000000000e+00,5.599999999999999645e+00,4.700000000000000178e+00,6.700000000000000178e+00,7.000000000000000000e+00,6.900000000000000355e+00,6.799999999999999822e+00,9.900000000000000355e+00
6.599999999999999645e+00,5.900000000000000355e+00,6.099999999999999645e+00,5.599999999999999645e+00,0.000000000000000000e+00,8.900000000000000355e+00,6.200000000000000178e+00,2.999999999999999889e-01,8.199999999999999289e+00,3.799999999999999822e+00,5.299999999999999822e+00
7.099999999999999645e+00,8.800000000000000711e+00,3.200000000000000178e+00,4.700000000000000178e+00,8.900000000000000355e+00,0.000000000000000000e+00,7.500000000000000000e+00,4.799999999999999822e+00,3.899999999999999911e+00,4.099999999999999645e+00,6.400000000000000355e+00
7.700000000000000178e+00,9.000000000000000000e+00,8.000000000000000000e+00,6.700000000000000178e+00,6.200000000000000178e+00,7.500000000000000000e+00,0.000000000000000000e+00,5.400000000000000355e+00,6.500000000000000000e+00,9.500000000000000000e+00,7.400000000000000355e+00
5.799999999999999822e+00,4.400000000000000355e+00,5.099999999999999645e+00,7.000000000000000000e+00,1.030000000000000071e+01,4.799999999999999822e+00,5.400000000000000355e+00,0.000000000000000000e+00,6.299999999999999822e+00,4.599999999999999645e+00,8.500000000000000000e+00
6.000000000000000000e+00,7.900000000000000355e+00,1.000000000000000000e+01,6.900000000000000355e+00,8.199999999999999289e+00,3.899999999999999911e+00,6.500000000000000000e+00,6.299999999999999822e+00,0.000000000000000000e+00,8.400000000000000355e+00,1.100000000000000000e+01
5.700000000000000178e+00,9.099999999999999645e+00,7.299999999999999822e+00,6.799999999999999822e+00,3.799999999999999822e+00,4.099999999999999645e+00,9.500000000000000000e+00,4.599999999999999645e+00,8.400000000000000355e+00,0.000000000000000000e+00,7.599999999999999645e+00
8.099999999999999645e+00,5.500000000000000000e+00,4.500000000000000000e+00,9.900000000000000355e+00,5.299999999999999822e+00,6.400000000000000355e+00,7.400000000000000355e+00,8.500000000000000000e+00,1.100000000000000000e+01,7.599999999999999645e+00,0.000000000000000000e+00
